class_index,label_name,title,description,text,char_count,word_count
1,World,Stocks Are Set to Open Slightly Higher,NEW YORK - U.S. stocks are seen slightly higher at the open but a swathe of economic data is likely to influence overall sentiment and direction...,Stocks Are Set to Open Slightly Higher NEW YORK - U.S. stocks are seen slightly higher at the open but a swathe of economic data is likely to influence overall sentiment and direction...,186,33
1,World,"UK wants partial smoking ban, limit on junk food ads",LONDON: Britain will announce plans today for a ban on smoking in many public places and a crackdown on television advertising of  quot;junk food quot; aimed at children.,"UK wants partial smoking ban, limit on junk food ads LONDON: Britain will announce plans today for a ban on smoking in many public places and a crackdown on television advertising of  quot;junk food quot; aimed at children.",223,38
4,Sci/Tech,2004 U.S. Hurricane Season Among Worst on Record,"Insurance adjusters and meteorologists are still crunching numbers and analyzing data, but the 2004 U.S. hurricane season will likely go down as one of the most active on record.","2004 U.S. Hurricane Season Among Worst on Record Insurance adjusters and meteorologists are still crunching numbers and analyzing data, but the 2004 U.S. hurricane season will likely go down as one of the most active on record.",227,37
2,Sports,Ace is wild,NEW YORK -- Slice it any which way and the pie looks the same. The piece that represents the odds of the Red Sox overtaking the Yankees for the division title after a lost weekend in the Bronx is skinnier than Calista Flockhart.,Ace is wild NEW YORK -- Slice it any which way and the pie looks the same. The piece that represents the odds of the Red Sox overtaking the Yankees for the division title after a lost weekend in the Bronx is skinnier than Calista Flockhart.,240,46
2,Sports,CRB Button hearing adjourned,Motorsport.com. The Contract Recognition Board (CRB) hearing of the Jenson Button/BAR/Williams case has been adjourned until October 16th.,CRB Button hearing adjourned Motorsport.com. The Contract Recognition Board (CRB) hearing of the Jenson Button/BAR/Williams case has been adjourned until October 16th.,167,22
4,Sci/Tech,Shareholders rubber-stamp Microsoft payout,Approval of changes to employee stock compensation paves way for \$32 billion bonanza for shareholders.,Shareholders rubber-stamp Microsoft payout Approval of changes to employee stock compensation paves way for  $32 billion bonanza for shareholders.,146,19
2,Sports,Bronze possible for Hill,"ATHENS -- Shawn Hill #39;s Olympics are over, but it remains to be seen if he will bring back a medal from Athens. The 23-year-old Mississauga pitcher tossed six quality innings in Canada #39;s 8-5 loss to Cuba on Tuesday night, ending up with a no decision.","Bronze possible for Hill ATHENS -- Shawn Hill #39;s Olympics are over, but it remains to be seen if he will bring back a medal from Athens. The 23-year-old Mississauga pitcher tossed six quality innings in Canada #39;s 8-5 loss to Cuba on Tuesday night, ending up with a no decision.",283,51
4,Sci/Tech,Yahoo boosts music portal (SiliconValley.com),"SiliconValley.com - Yahoo, seeking to add e-commerce to its Internet music portal, will pay  #36;160 million in cash to acquire Musicmatch, a critically acclaimed but little known music jukebox and download service.","Yahoo boosts music portal (SiliconValley.com) SiliconValley.com - Yahoo, seeking to add e-commerce to its Internet music portal, will pay  #36;160 million in cash to acquire Musicmatch, a critically acclaimed but little known music jukebox and download service.",261,37
4,Sci/Tech,US moviemakers go after  #39;parasites #39;,The Motion Picture Association of America is launching civil and criminal actions worldwide against movie pirates in a bid to curb illegal film downloading.,US moviemakers go after  #39;parasites #39; The Motion Picture Association of America is launching civil and criminal actions worldwide against movie pirates in a bid to curb illegal film downloading.,200,30
2,Sports,Brees kept offense cool,"If ever there were a time for the Chargers offense to panic, this was it. In fact, it seemed as if the group already was a bit unnerved.","Brees kept offense cool If ever there were a time for the Chargers offense to panic, this was it. In fact, it seemed as if the group already was a bit unnerved.",160,32
2,Sports,Sky #39;s the limit when it comes to Sox spending,"If you want to get a rise out of a small-market general manager, ask him about the Red Sox being limited by their budget. Already this weekend at the winter meetings, we #39;ve ","Sky #39;s the limit when it comes to Sox spending If you want to get a rise out of a small-market general manager, ask him about the Red Sox being limited by their budget. Already this weekend at the winter meetings, we #39;ve",226,43
3,Business,Charley #39;s insured losses seen hitting \$7.4 billion,"NEW YORK, Aug 18 (Reuters) - Insurance payments to victims of Hurricane Charley are expected to reach \$7.4 billion, making it the second most costly hurricane to hit the United States, an insurance industry group said on Wednesday. ","Charley #39;s insured losses seen hitting  $7.4 billion NEW YORK, Aug 18 (Reuters) - Insurance payments to victims of Hurricane Charley are expected to reach  $7.4 billion, making it the second most costly hurricane to hit the United States, an insurance industry group said on Wednesday.",288,46
1,World,Iraq Awards First Post-War Oilfield Contracts," BAGHDAD (Reuters) - Iraq's oil ministry has awarded the  country's first post-war oilfield development contracts to  Turkish and Canadian firms, an oil official said on Thursday.","Iraq Awards First Post-War Oilfield Contracts  BAGHDAD (Reuters) - Iraq's oil ministry has awarded the  country's first post-war oilfield development contracts to  Turkish and Canadian firms, an oil official said on Thursday.",225,32
2,Sports,"Toomer, O #39;Hara still questionable for Giants","New York Giants receiver Amani Toomer returned to practice Friday and participated in some individual drills, but his status for Sunday #39;s game against the Minnesota Vikings is still undecided.","Toomer, O #39;Hara still questionable for Giants New York Giants receiver Amani Toomer returned to practice Friday and participated in some individual drills, but his status for Sunday #39;s game against the Minnesota Vikings is still undecided.",245,37
2,Sports,McLeish hails duo at heart of Gers #39; derby resurgence,RANGERS manager Alex McLeish has hailed Alex Rae and Dado Prso as the pillars of strength who have helped turn around the clubs derby-day fortunes.,McLeish hails duo at heart of Gers #39; derby resurgence RANGERS manager Alex McLeish has hailed Alex Rae and Dado Prso as the pillars of strength who have helped turn around the clubs derby-day fortunes.,204,35
4,Sci/Tech,Space station crew to search for AIDS vaccine,"The next crew of the International Space Station (ISS) is to contribute to the Russian search for a vaccine against AIDS, Russian cosmonaut Salijan Sharipov said on Friday.","Space station crew to search for AIDS vaccine The next crew of the International Space Station (ISS) is to contribute to the Russian search for a vaccine against AIDS, Russian cosmonaut Salijan Sharipov said on Friday.",218,36
4,Sci/Tech,UK Seeks Global Support for Stem Cell Research (Reuters),Reuters - Britain's leading scientific institution\said Monday it is urging countries to back a campaign to stop a\possible ban on stem cell research as part of a global treaty\banning human cloning.,UK Seeks Global Support for Stem Cell Research (Reuters) Reuters - Britain's leading scientific institution said Monday it is urging countries to back a campaign to stop a possible ban on stem cell research as part of a global treaty banning human cloning.,256,43
1,World,Hong Kong pro-Beijing politicians accuse opponents of misleading public over sex scandal,"Human rights activists on Wednesday condemned the detention of a Hong Kong pro-democracy politician for allegedly having sex with a prostitute, and his sentencing without trial to six months of  quot;re-education through labor. quot; ...","Hong Kong pro-Beijing politicians accuse opponents of misleading public over sex scandal Human rights activists on Wednesday condemned the detention of a Hong Kong pro-democracy politician for allegedly having sex with a prostitute, and his sentencing without trial to six months of  quot;re-education through labor. quot; ...",326,47
4,Sci/Tech,NASA Picks Swede Launch Site for Balloons (AP),"AP - NASA has agreed to launch its largest scientific balloons from a site in northern Sweden, a spokesman said Tuesday.","NASA Picks Swede Launch Site for Balloons (AP) AP - NASA has agreed to launch its largest scientific balloons from a site in northern Sweden, a spokesman said Tuesday.",167,29
4,Sci/Tech,Stripped down Longhorn still offers gems,"SEPTEMBER 06, 2004 (IDG NEWS SERVICE) - Even though Microsoft Corp. #39;s much-anticipated Longhorn has been stripped of its unified file system and some of its other key Longhorn technologies will be available for Windows XP and Windows Server 2003, the next ","Stripped down Longhorn still offers gems SEPTEMBER 06, 2004 (IDG NEWS SERVICE) - Even though Microsoft Corp. #39;s much-anticipated Longhorn has been stripped of its unified file system and some of its other key Longhorn technologies will be available for Windows XP and Windows Server 2003, the next",300,48
2,Sports,US Women Win Bronze Medal in Water Polo,Center fielder Ellen Estes scored three goals including the decider to help the United States beat Australia 6-5 Thursday in the Olympic women #39;s water polo bronze medal game.,US Women Win Bronze Medal in Water Polo Center fielder Ellen Estes scored three goals including the decider to help the United States beat Australia 6-5 Thursday in the Olympic women #39;s water polo bronze medal game.,218,37
4,Sci/Tech,Intel Takes Aim at Microsoft with Linux Push,"Intel, the worlds largest semiconductor and Microprocessor Company, is officially helping China and other Asian countries adopt Linux over Microsofts popular Windows platform.","Intel Takes Aim at Microsoft with Linux Push Intel, the worlds largest semiconductor and Microprocessor Company, is officially helping China and other Asian countries adopt Linux over Microsofts popular Windows platform.",220,31
1,World,Bickering Iraqis Strive to Build Voting Coalition,"Established Shiite parties and powerful upstarts are feuding, causing their leading cleric to try to pull them together to ensure that the Shiites clearly dominate the new government.","Bickering Iraqis Strive to Build Voting Coalition Established Shiite parties and powerful upstarts are feuding, causing their leading cleric to try to pull them together to ensure that the Shiites clearly dominate the new government.",233,35
2,Sports,Hamm Admits He Will Be Shocked if He Loses Gold, LONDON (Reuters) - Olympic all-round champion Paul Hamm  admitted he would be stunned if he lost the gold medal he was  awarded in Athens following a judging error.,Hamm Admits He Will Be Shocked if He Loses Gold  LONDON (Reuters) - Olympic all-round champion Paul Hamm  admitted he would be stunned if he lost the gold medal he was  awarded in Athens following a judging error.,213,38
2,Sports,Knicks #39; new look looking good,Already there are tales of Stephon Marbury and Jamal Crawford finishing each other #39;s sentences. The energetic backcourt tandem officially began trading phone calls when ,Knicks #39; new look looking good Already there are tales of Stephon Marbury and Jamal Crawford finishing each other #39;s sentences. The energetic backcourt tandem officially began trading phone calls when,206,31
1,World,Australia defies Iraq kidnap claim,Australia's PM says he will not negotiate with terrorists who claim to have taken two Australians hostage.,Australia defies Iraq kidnap claim Australia's PM says he will not negotiate with terrorists who claim to have taken two Australians hostage.,141,22
3,Business,AirTran CEO Sees Another Airline Liquidation Soon,"The US airline industry, riddled with excess supply, will see a significant drop in capacity, or far fewer seats, as a result of at least one airline liquidating in the next year, according to AirTran Airways Chief Executive Joe Leonard.","AirTran CEO Sees Another Airline Liquidation Soon The US airline industry, riddled with excess supply, will see a significant drop in capacity, or far fewer seats, as a result of at least one airline liquidating in the next year, according to AirTran Airways Chief Executive Joe Leonard.",287,47
1,World,North Korea says Bush worse than Hitler,North Korea has described US President George W. Bush as a tyrannical political imbecile. who put Adolf Hitler in the shade and said Pyongyang could see no justification for talks with his administration.,North Korea says Bush worse than Hitler North Korea has described US President George W. Bush as a tyrannical political imbecile. who put Adolf Hitler in the shade and said Pyongyang could see no justification for talks with his administration.,244,40
1,World,Aid Flights Resume in Indonesia's Aceh," BANDA ACEH, Indonesia (Reuters) - Salvage crews dragged a  damaged Boeing 737 cargo jet off the runway at Banda Aceh  airport on Tuesday, clearing the way for flights to resume  bringing in relief aid for Indonesian quake and tsunami  victims.","Aid Flights Resume in Indonesia's Aceh  BANDA ACEH, Indonesia (Reuters) - Salvage crews dragged a  damaged Boeing 737 cargo jet off the runway at Banda Aceh  airport on Tuesday, clearing the way for flights to resume  bringing in relief aid for Indonesian quake and tsunami  victims.",283,46
2,Sports,Kite clings to lead at Schwab Cup Championship,"Sonoma, CA (Sports Network) - Tom Kite carded a two-under 70 Friday to remain atop the leaderboard through two rounds of the Champions Tour #39;s season-ending Charles Schwab Cup Championship.","Kite clings to lead at Schwab Cup Championship Sonoma, CA (Sports Network) - Tom Kite carded a two-under 70 Friday to remain atop the leaderboard through two rounds of the Champions Tour #39;s season-ending Charles Schwab Cup Championship.",239,38
2,Sports,"Venus, Roddick ousted from Olympics","Athens, Greece, Aug. 18 (UPI) -- Americans Andy Roddick and Venus Williams were shockingly eliminated in the third round of the Olympic tennis tournament Wednesday. ","Venus, Roddick ousted from Olympics Athens, Greece, Aug. 18 (UPI) -- Americans Andy Roddick and Venus Williams were shockingly eliminated in the third round of the Olympic tennis tournament Wednesday.",200,30
3,Business,Callaway expecting subpar numbers,"Callaway Golf Co., which has struggled in recent months amid lackluster demand for its equipment, warned yesterday that its results for the third quarter and the year could be far below previous forecasts.","Callaway expecting subpar numbers Callaway Golf Co., which has struggled in recent months amid lackluster demand for its equipment, warned yesterday that its results for the third quarter and the year could be far below previous forecasts.",239,37
2,Sports,Father bets son against Aussies,WELFARE authorities in the Solomon Islands have reacted with outrage after a local soccer fan reportedly offered his eight-year-old son as bait for a bet on the Solomons #39; clash with Australia.,Father bets son against Aussies WELFARE authorities in the Solomon Islands have reacted with outrage after a local soccer fan reportedly offered his eight-year-old son as bait for a bet on the Solomons #39; clash with Australia.,228,37
1,World,U.S.-Japanese deal on beef imports called election ploy by Canadian cattlemen (Canadian Press),"Canadian Press - TOKYO (CP) - U.S. and Japanese negotiators struck a deal Saturday to allow  limited imports of U.S. beef into Japan but a Canadian beef industry spokesman called it a rehash of previous agreements and ""election hype.""","U.S.-Japanese deal on beef imports called election ploy by Canadian cattlemen (Canadian Press) Canadian Press - TOKYO (CP) - U.S. and Japanese negotiators struck a deal Saturday to allow  limited imports of U.S. beef into Japan but a Canadian beef industry spokesman called it a rehash of previous agreements and ""election hype.""",329,52
3,Business,Foreign buyers are back,"Cross-border investment is rebounding after three lean years as companies take advantage of higher profits and a strong global economy to snap up foreign rivals, the United Nations said yesterday.","Foreign buyers are back Cross-border investment is rebounding after three lean years as companies take advantage of higher profits and a strong global economy to snap up foreign rivals, the United Nations said yesterday.",220,34
4,Sci/Tech,Apple to expand European iTunes next month,"Speaking at the annual Popkomm conference in Berlin, Germany, Apple vice-president of applications Eddie Cue told music executives that the company will expand the online iTunes Music Store ","Apple to expand European iTunes next month Speaking at the annual Popkomm conference in Berlin, Germany, Apple vice-president of applications Eddie Cue told music executives that the company will expand the online iTunes Music Store",232,35
3,Business,MCI Offers to Pay Part of States' Claims (Reuters),"Reuters - MCI Inc. (MCIP.O) has offered to pay\states from 2 cents to 30 cents on the dollar to settle charges\it owes them as much as  #36;2 billion in back taxes, people\familiar with the matter said on Thursday.","MCI Offers to Pay Part of States' Claims (Reuters) Reuters - MCI Inc. (MCIP.O) has offered to pay states from 2 cents to 30 cents on the dollar to settle charges it owes them as much as  #36;2 billion in back taxes, people familiar with the matter said on Thursday.",265,50
2,Sports,"California, Mexico advance to next level","SOUTH WILLIAMSPORT, Pa. -- Looking ahead to the US championship game almost cost Conejo Valley in the semifinals of the Little League World Series.","California, Mexico advance to next level SOUTH WILLIAMSPORT, Pa. -- Looking ahead to the US championship game almost cost Conejo Valley in the semifinals of the Little League World Series.",188,30
3,Business,Google Slashes IPO Price Range,"NEW YORK (Reuters) - Google Inc., the Web search engine, on Wednesday slashed the price range on its eagerly awaited initial public offering to between \$85 and \$95 per share from \$108 to \$135 per share. ","Google Slashes IPO Price Range NEW YORK (Reuters) - Google Inc., the Web search engine, on Wednesday slashed the price range on its eagerly awaited initial public offering to between  $85 and  $95 per share from  $108 to  $135 per share.",237,41
3,Business,Marsh and McLennan #39;s Chairman Steps Down,"(1010 WINS) (NEW YORK) Marsh and McLennan #39;s chairman and chief executive Jeffrey Greenberg will step down this morning, according to a published report.","Marsh and McLennan #39;s Chairman Steps Down (1010 WINS) (NEW YORK) Marsh and McLennan #39;s chairman and chief executive Jeffrey Greenberg will step down this morning, according to a published report.",201,31
3,Business,Freddie Mac May Face SEC Civil Action," LOS ANGELES (Reuters) - Freddie Mac &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FRE.N target=/stocks/quickinfo/fullquote""&gt;FRE.N&lt;/A&gt;, the No. 2 U.S.  mortgage finance company, on Wednesday said it may face civil  action from the U.S. Securities and Exchange Commission for  possible violations of securities laws.","Freddie Mac May Face SEC Civil Action  LOS ANGELES (Reuters) - Freddie Mac &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FRE.N target=/stocks/quickinfo/fullquote""&gt;FRE.N&lt;/A&gt;, the No. 2 U.S.  mortgage finance company, on Wednesday said it may face civil  action from the U.S. Securities and Exchange Commission for  possible violations of securities laws.",382,44
4,Sci/Tech,Apple extends PowerBook screen repair program,Apple Computer is offering free replacement screens to owners of 15-inch PowerBook models whose machines have a flaw that causes the screen to display white spots.,Apple extends PowerBook screen repair program Apple Computer is offering free replacement screens to owners of 15-inch PowerBook models whose machines have a flaw that causes the screen to display white spots.,209,32
2,Sports,Rapids lose two players in MLS expansion draft,Colorado Rapids defenders Antonio de la Torre and Jeff Stewart were selected by CD Chivas USA in the MLS expansion draft on Friday.,Rapids lose two players in MLS expansion draft Colorado Rapids defenders Antonio de la Torre and Jeff Stewart were selected by CD Chivas USA in the MLS expansion draft on Friday.,178,31
2,Sports,Leader Heras pegged back,"Tour of Spain favourite Roberto Heras lost ground as Spanish compatriot Jose Gutierrez came home alone to win the penultimate stage, a 178-km stretch ending at the summit of Puerto de Navacerrada.","Leader Heras pegged back Tour of Spain favourite Roberto Heras lost ground as Spanish compatriot Jose Gutierrez came home alone to win the penultimate stage, a 178-km stretch ending at the summit of Puerto de Navacerrada.",221,36
1,World,Colombia Rebels May Explore Peace Talks,The smaller of Colombia's two leftist rebel groups offered Tuesday to meet with a Mexican mediator to discuss possible peace talks with the government and reiterated its call for a bilateral cease-fire.,Colombia Rebels May Explore Peace Talks The smaller of Colombia's two leftist rebel groups offered Tuesday to meet with a Mexican mediator to discuss possible peace talks with the government and reiterated its call for a bilateral cease-fire.,242,38
3,Business,Dollar Sinks to All-Time Low Vs Euro," NEW YORK (Reuters) - The dollar plunged to an all-time low  against the euro on Wednesday ahead of an upcoming G20 finance  ministers' meeting in Berlin, as analysts fretted that  officials would do little to stem the greenback's fall.","Dollar Sinks to All-Time Low Vs Euro  NEW YORK (Reuters) - The dollar plunged to an all-time low  against the euro on Wednesday ahead of an upcoming G20 finance  ministers' meeting in Berlin, as analysts fretted that  officials would do little to stem the greenback's fall.",273,46
3,Business,EA Reports Higher Quarterly Profits," LOS ANGELES (Reuters) - No. 1 video game maker Electronic  Arts Inc &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ERTS.O target=/stocks/quickinfo/fullquote""&gt;ERTS.O&lt;/A&gt; on Tuesday reported higher quarterly profits  on strong demand for titles like Madden NFL 2005, but its stock  price fell after a holiday forecast fell short of Wall Street  expectations.","EA Reports Higher Quarterly Profits  LOS ANGELES (Reuters) - No. 1 video game maker Electronic  Arts Inc &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ERTS.O target=/stocks/quickinfo/fullquote""&gt;ERTS.O&lt;/A&gt; on Tuesday reported higher quarterly profits  on strong demand for titles like Madden NFL 2005, but its stock  price fell after a holiday forecast fell short of Wall Street  expectations.",421,50
3,Business,British takeover of Spanish bank approved,"Santander, Spain - Shareholders of Spain #39;s largest bank, Banco Santander Central, on Thursday approved the 8,5-billion takeover of British mortgage bank Abbey National.","British takeover of Spanish bank approved Santander, Spain - Shareholders of Spain #39;s largest bank, Banco Santander Central, on Thursday approved the 8,5-billion takeover of British mortgage bank Abbey National.",214,30
1,World,Likud voters want Sharon to pursue coalition: poll,"JERUSALEM: Most members of Israel #39;s ruling Likud party want Prime Minister Ariel Sharon to press on with talks to widen his coalition despite a vote by the Likud executive barring any such move, a poll showed on Friday.","Likud voters want Sharon to pursue coalition: poll JERUSALEM: Most members of Israel #39;s ruling Likud party want Prime Minister Ariel Sharon to press on with talks to widen his coalition despite a vote by the Likud executive barring any such move, a poll showed on Friday.",274,47
3,Business,Dollar Up on Jobless Data," NEW YORK (Reuters) - The dollar edged higher on Thursday  after a report showed first-time claims for U.S. unemployment  dropped steeply, but traders said its significance for Friday's  widely anticipated payrolls report was limited.","Dollar Up on Jobless Data  NEW YORK (Reuters) - The dollar edged higher on Thursday  after a report showed first-time claims for U.S. unemployment  dropped steeply, but traders said its significance for Friday's  widely anticipated payrolls report was limited.",260,39
4,Sci/Tech,"Sun, Microsoft Move Focus Of Linux Battle To Leader Red Hat",Sun and Microsoft are using a common strategy to attack a common enemy--Red Hat. Sun President Jonathan Schwartz fired a major counteroffensive against Linux nemesis Red Hat by unveiling hefty discounts on ,"Sun, Microsoft Move Focus Of Linux Battle To Leader Red Hat Sun and Microsoft are using a common strategy to attack a common enemy--Red Hat. Sun President Jonathan Schwartz fired a major counteroffensive against Linux nemesis Red Hat by unveiling hefty discounts on",265,43
3,Business,U.S. Treasuries on Firm Footing (Reuters),"Reuters - U.S. Treasury prices were higher on\Friday, cementing gains made the previous day, in the face of\growing speculation that the pace of U.S. interest rate hikes\could slow.","U.S. Treasuries on Firm Footing (Reuters) Reuters - U.S. Treasury prices were higher on Friday, cementing gains made the previous day, in the face of growing speculation that the pace of U.S. interest rate hikes could slow.",223,37
1,World,AP: Rehnquist Plans to Swear in Bush (AP),"AP - Chief Justice William H. Rehnquist, suffering from thyroid cancer, still plans to preside at President Bush's inauguration on Jan. 20, The Associated Press has learned.","AP: Rehnquist Plans to Swear in Bush (AP) AP - Chief Justice William H. Rehnquist, suffering from thyroid cancer, still plans to preside at President Bush's inauguration on Jan. 20, The Associated Press has learned.",215,35
4,Sci/Tech,Ubiquitous browser hole an easy target for scammers,"Dec 10, 2004: A new web browser security hole has been uncovered by a security firm, which could provide scammers with the means to launch phishing attacks from pop-up windows on genuine, trusted websites.","Ubiquitous browser hole an easy target for scammers Dec 10, 2004: A new web browser security hole has been uncovered by a security firm, which could provide scammers with the means to launch phishing attacks from pop-up windows on genuine, trusted websites.",257,42
3,Business,Finance Leaders Urge Vigilance on Terror (Reuters),Reuters - Finance officials from all over the\globe gathered under heavy guard on Sunday to push for a\stepped-up fight against terror financing while warning the\poor must not be forgotten.,Finance Leaders Urge Vigilance on Terror (Reuters) Reuters - Finance officials from all over the globe gathered under heavy guard on Sunday to push for a stepped-up fight against terror financing while warning the poor must not be forgotten.,241,39
2,Sports,A tall order awaits Williams but his dream is within reach,"If Danny Williams did not fully appreciate the sheer size of Vitali Klitschko, he does now. After a series of eyeball-to-eyeball poses for the photographers at yesterday #39;s London press conference to announce ","A tall order awaits Williams but his dream is within reach If Danny Williams did not fully appreciate the sheer size of Vitali Klitschko, he does now. After a series of eyeball-to-eyeball poses for the photographers at yesterday #39;s London press conference to announce",270,44
2,Sports,UMass Arrests 35 After Game 6 of ALCS (AP),AP - University of Massachusetts police arrested 35 people early Wednesday morning after the Red Sox tied the Yankees in the sixth game of the American League Championship Series.,UMass Arrests 35 After Game 6 of ALCS (AP) AP - University of Massachusetts police arrested 35 people early Wednesday morning after the Red Sox tied the Yankees in the sixth game of the American League Championship Series.,222,38
3,Business,Marks  amp; Spencer Announces Shakeup,"Troubled British retailer Marks  amp; Spencer Group PLC announced a management shakeup Tuesday as it reported lower profits in the six months ending Oct. 2. Chief executive Stuart Rose, who recently fought off ","Marks  amp; Spencer Announces Shakeup Troubled British retailer Marks  amp; Spencer Group PLC announced a management shakeup Tuesday as it reported lower profits in the six months ending Oct. 2. Chief executive Stuart Rose, who recently fought off",247,38
2,Sports,"Kuznetsova beats injured Davenport, becomes first Russian woman to &lt;b&gt;...&lt;/b&gt;","Lindsay Davenport hobbled her way out of the US Open, losing a big lead and able to do little but watch Svetlana Kuznetsova win 1-6, 6-2, 6-4 and become the first Russian woman to reach the final at this tournament.","Kuznetsova beats injured Davenport, becomes first Russian woman to &lt;b&gt;...&lt;/b&gt; Lindsay Davenport hobbled her way out of the US Open, losing a big lead and able to do little but watch Svetlana Kuznetsova win 1-6, 6-2, 6-4 and become the first Russian woman to reach the final at this tournament.",305,50
3,Business,Global Markets: European Shares Climb," LONDON (Reuters) - European stock markets scaled near-2-1/2  year highs on Friday as oil prices held below \$48 a barrel, and  the euro held off from mounting another assault on \$1.30 but  hovered near record highs against the dollar.","Global Markets: European Shares Climb  LONDON (Reuters) - European stock markets scaled near-2-1/2  year highs on Friday as oil prices held below  $48 a barrel, and  the euro held off from mounting another assault on  $1.30 but  hovered near record highs against the dollar.",274,44
4,Sci/Tech,The Vision Thing,"Tech companies can #39;t just have products. They have to have a vision. At IBM, it #39;s  quot;on-demand quot; computing. At companies in just about any business more complicated than hubcaps, it #39;s  quot;selling solutions.","The Vision Thing Tech companies can #39;t just have products. They have to have a vision. At IBM, it #39;s  quot;on-demand quot; computing. At companies in just about any business more complicated than hubcaps, it #39;s  quot;selling solutions.",244,38
1,World,Wartime security as Karzai campaigns amid spiralling violence (AFP),AFP - Wartime security was rolled out for Afghanistan's interim President Hamid Karzai as he addressed his first election campaign rally outside the capital amidst spiralling violence.,Wartime security as Karzai campaigns amid spiralling violence (AFP) AFP - Wartime security was rolled out for Afghanistan's interim President Hamid Karzai as he addressed his first election campaign rally outside the capital amidst spiralling violence.,252,36
4,Sci/Tech,"Mercury Astronaut Gordon Cooper, 77","Gordon Cooper, 77, one of the seven original US astronauts, who made the nation #39;s first manned spaceflights and became known as possessors of  quot;The Right Stuff, quot; died yesterday at his home in Ventura, Calif.","Mercury Astronaut Gordon Cooper, 77 Gordon Cooper, 77, one of the seven original US astronauts, who made the nation #39;s first manned spaceflights and became known as possessors of  quot;The Right Stuff, quot; died yesterday at his home in Ventura, Calif.",256,41
2,Sports,Gardenhire #39;s instincts are unreliable,"They show up at prom with the prettiest girl in school, then get your date #39;s phone number and wink at you on the way out the door.","Gardenhire #39;s instincts are unreliable They show up at prom with the prettiest girl in school, then get your date #39;s phone number and wink at you on the way out the door.",176,33
2,Sports,Red Sox Rally Past Yankees in Ninth (AP),"AP - After coming back against Mariano Rivera for the second time this season, the Boston Red Sox think they'll overtake the New York Yankees in the AL East. Orlando Cabrera and Johnny Damon hit RBI singles in the ninth inning Friday night in Boston's 3-2 victory that cut the Yankees' lead to 2 1/2 games.","Red Sox Rally Past Yankees in Ninth (AP) AP - After coming back against Mariano Rivera for the second time this season, the Boston Red Sox think they'll overtake the New York Yankees in the AL East. Orlando Cabrera and Johnny Damon hit RBI singles in the ninth inning Friday night in Boston's 3-2 victory that cut the Yankees' lead to 2 1/2 games.",347,64
2,Sports,Miracle in Athens a gold-medal drama,"ATHENS, Greece -- If you recall, my concerns involved car bombings, kidnappings, beheadings and Al Qaeda. So when the scariest moment of the Olympics involves a defrocked, kilt-wearing Irish priest who tackles ","Miracle in Athens a gold-medal drama ATHENS, Greece -- If you recall, my concerns involved car bombings, kidnappings, beheadings and Al Qaeda. So when the scariest moment of the Olympics involves a defrocked, kilt-wearing Irish priest who tackles",246,38
1,World,Talks Continue After China Hostage Deadline Passes," CHAGMALAI, Pakistan (Reuters) - Islamic militants holding  two Chinese engineers hostage in Pakistan threatened to kill  one on Monday unless security forces ended a siege of their  hideout, a tactic the interior minister said had echoes of  Iraq.","Talks Continue After China Hostage Deadline Passes  CHAGMALAI, Pakistan (Reuters) - Islamic militants holding  two Chinese engineers hostage in Pakistan threatened to kill  one on Monday unless security forces ended a siege of their  hideout, a tactic the interior minister said had echoes of  Iraq.",299,45
1,World,Rivals in Ukraine Agree to Negotiate Over Vote,"The two candidates claiming to be president-elect agreed to negotiations, the first sign of an easing of tensions that have risked leading the nation toward civil war.","Rivals in Ukraine Agree to Negotiate Over Vote The two candidates claiming to be president-elect agreed to negotiations, the first sign of an easing of tensions that have risked leading the nation toward civil war.",214,35
3,Business,"Softbank, Dentsu, Nippon Meat to Join Nikkei 225 Next Month","Softbank Corp., Dentsu Inc. and Nippon Meat Packers Inc. will be added to the Nikkei 225 Stock Average, the compiler of the 55-year-old benchmark said.","Softbank, Dentsu, Nippon Meat to Join Nikkei 225 Next Month Softbank Corp., Dentsu Inc. and Nippon Meat Packers Inc. will be added to the Nikkei 225 Stock Average, the compiler of the 55-year-old benchmark said.",211,35
1,World,US running mates face off,The US vice-presidential candidates will debate on Tuesday as the race for the White House remains close.,US running mates face off The US vice-presidential candidates will debate on Tuesday as the race for the White House remains close.,131,22
4,Sci/Tech,"The 6670, Nokia #39;s new smartphone","Launching the latest addition to a now-extensive line of smartphones, Nokia has unveiled the megapixel-enabled 6670 - better described as the serious cousin of the 7610.","The 6670, Nokia #39;s new smartphone Launching the latest addition to a now-extensive line of smartphones, Nokia has unveiled the megapixel-enabled 6670 - better described as the serious cousin of the 7610.",206,32
